33.775962055720974, -84.39690401870259
33.775962055720974, -84.39690401870259
33.775994076269825, -84.39690504048413
33.775994076269825, -84.39690504048413
33.775986009521766, -84.39690177706314
33.775986009521766, -84.39690177706314
33.77598620652888, -84.39690222828384
33.77598620652888, -84.39690222828384
33.77598796770189, -84.39690194584074
33.77598796770189, -84.39690194584074
33.77598984605996, -84.39690169412884
33.77598984605996, -84.39690169412884
33.7759925285931, -84.39690029138522
33.7759925285931, -84.39690029138522
33.77599513225897, -84.39690085255411
33.77599513225897, -84.39690085255411
33.77599445446801, -84.39690069661978
33.77599445446801, -84.39690069661978
33.775994086798015, -84.3969008170267
